"id";"produto";"nome_busca";"cluster_sugerido";"subcluster_sugerido";"confianca";"motivo";"confirmado"
"1";"FORMULA MAGISTRAL";"FORMULA MAGISTRAL";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"2604";"TB AÇÚCAR MASCAVO - 500G";"AÇÚCAR MASCAVO - 500G";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"2719";"BF FA - MENOPAUSA - 37ML";"MENOPAUSA - 37ML";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"2772";"LB GUACAM - 300G";"GUACAM - 300G";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"2775";"HB ISOFLAVINE - 150MG - 30 COMP.";"ISOFLAVINE - 150MG - 30 COMP.";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"2787";"HB ÓLEO DE ROSA MOSQUETA - 30ML";"ÓLEO DE ROSA MOSQUETA - 30ML";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"2788";"HB ÓLEO DE ALHO - 45 CÁP.";"ÓLEO DE ALHO - 45 CÁP.";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"2792";"LB PÓLEN APÍCOLA DESIDRATADO - 500G";"PÓLEN APÍCOLA DESIDRATADO - 500G";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"2797";"HB RECALM - 30 CÁP.";"RECALM - 30 CÁP.";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"2805";"PF FQM - UMCKAN - 20ML";"UMCKAN - 20ML";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"2810";"SR ADV - ÁGUA BORICADA - 100ML";"ÁGUA BORICADA - 100ML";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"2837";"AGULHA AURICULAR OBLIQUA 10 C/50 0,20X1,5MM";"AGULHA AURICULAR OBLIQUA 10 C/50 0,20X1,5MM";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"2842";"AT AIRON - SEMENTES & GRÃOS CASTANHA - 14G";"AIRON - SEMENTES & GRÃOS CASTANHA - 14G";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"2843";"PF EMS - ALBENDAZOL - 10ML";"ALBENDAZOL - 10ML";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"2862";"AT CAROB H. - ALFARR. COM CAST. DE CAJU - 12G";"CAROB H. - ALFARR. COM CAST. DE CAJU - 12G";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"2863";"AT CAROB H. - ALFARR. COM ARROZ INT. - 11G";"CAROB H. - ALFARR. COM ARROZ INT. - 11G";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"2864";"AT CAROB H. - ALFARR. COM BANANA - 30G";"CAROB H. - ALFARR. COM BANANA - 30G";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"2865";"AT CAROB H. - ALFARR. COM COCO - 25G";"CAROB H. - ALFARR. COM COCO - 25G";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"2867";"AT CAROB H. - ALFARR. COM UVA-PASSA - 13G";"CAROB H. - ALFARR. COM UVA-PASSA - 13G";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"2869";"PR ALIVIUM - 20ML";"ALIVIUM - 20ML";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"2881";"HB ANDROSTEN - 30 COMP.";"ANDROSTEN - 30 COMP.";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"2891";"PL SÓPÉS - ANTIDERRAPANTE PLANTAR - TAM. U";"SÓPÉS - ANTIDERRAPANTE PLANTAR - TAM. U";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"2893";"AF APIAGRIÃO - 300G";"APIAGRIÃO - 300G";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"2894";"AF APIAGRIÃO - 10 SACHÊS";"APIAGRIÃO - 10 SACHÊS";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"2897";"AF SPRAY APIDOL TUTTI FRUTTI - 30ML";"SPRAY APIDOL TUTTI FRUTTI - 30ML";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"2901";"AF SPRAY APIGEN - 30ML";"SPRAY APIGEN - 30ML";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"2908";"AF APIREAL - 30 CÁP.";"APIREAL - 30 CÁP.";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"2909";"AF APIROMÃ - 300G";"APIROMÃ - 300G";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"2910";"AF SPRAY APIROMÃ - 30ML";"SPRAY APIROMÃ - 30ML";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"2912";"AF SPRAY APISMENTA - 30ML";"SPRAY APISMENTA - 30ML";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"2918";"WN ARGILA FACIAL - ROXA - 150G";"ARGILA FACIAL - ROXA - 150G";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"2926";"NF WELEDA - ARNICA WELEDA - 20G";"WELEDA - ARNICA WELEDA - 20G";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"2958";"WN AROMAGIA - ESSENCIA PURA LEMONGRASS - 10ML";"AROMAGIA - ESSENCIA PURA LEMONGRASS - 10ML";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"2963";"WN AROMAGIA - ESSENCIA PURA PITANGA - 10ML";"AROMAGIA - ESSENCIA PURA PITANGA - 10ML";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"2967";"WN AROMAGIA - ESSENCIA PURA VERBENA - 10ML";"AROMAGIA - ESSENCIA PURA VERBENA - 10ML";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"2968";"WN AROMAGIA - ESSENCIA PURA YLANG YLANG - 10ML";"AROMAGIA - ESSENCIA PURA YLANG YLANG - 10ML";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"2981";"SN ARTROCOMPLEX - SEM SABOR - 330G";"ARTROCOMPLEX - SEM SABOR - 330G";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"2993";"AF BALAS DE GENGIBRE CANELA - 40G";"BALAS DE GENGIBRE CANELA - 40G";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"3021";"AF BALAS DE GENGIBRE - 40G";"BALAS DE GENGIBRE - 40G";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"3022";"AF BALAS DE GENGIBRE CAFÉ - 40G";"BALAS DE GENGIBRE CAFÉ - 40G";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"3023";"AT SWEET J. - BALAS DE ALGAS FRUTAS - 200G";"SWEET J. - BALAS DE ALGAS FRUTAS - 200G";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"3034";"LP BIOMASSA DE BANANA VERDE INT. - 250G";"BIOMASSA DE BANANA VERDE INT. - 250G";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"3038";"SR BAND-AID - CURATIVOS - 10 UN.";"AID - CURATIVOS - 10 UN.";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"3051";"AS ECLAT - BATOM COR 04 - 3,5G";"ECLAT - BATOM COR 04 - 3,5G";"Dermatológico";"Cosmético";70;"classificação automática de baixa confiança";0
"3076";"VT BERINJELA - 60 CÁP.";"BERINJELA - 60 CÁP.";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"3077";"SB BERINJELA - 120 CÁP.";"BERINJELA - 120 CÁP.";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"3085";"BF FP - ACEITANDO UM NOVO ANIMAL - 37ML";"ACEITANDO UM NOVO ANIMAL - 37ML";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"3092";"BF FP - AVERSÃO A CRIANÇAS - 37ML";"AVERSÃO A CRIANÇAS - 37ML";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"3095";"BF FP - COPROFAGIA - 37ML";"COPROFAGIA - 37ML";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"3096";"BF FA - DAS ARTES - 37ML";"DAS ARTES - 37ML";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"3099";"BF FA - FALTA DE TOLERÂNCIA - 37ML";"FALTA DE TOLERÂNCIA - 37ML";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"3100";"BF FA - ADOLESCÊNCIA - 37ML";"ADOLESCÊNCIA - 37ML";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"3102";"BF FP - FASE DO CIO - 37ML";"FASE DO CIO - 37ML";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"3104";"BF FA - GESTAÇÃO - 37ML";"GESTAÇÃO - 37ML";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"3105";"BF FP - GRAVIDEZ PSICOLÓGICA - 37ML";"GRAVIDEZ PSICOLÓGICA - 37ML";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"3107";"BF FP - INDISCIPLINA - 37ML";"INDISCIPLINA - 37ML";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"3108";"BF FP - LAMB. E AUTOMUT. - 37ML";"LAMB. E AUTOMUT. - 37ML";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"3109";"BF FP - LATIDO EXCESSIVO - 37ML";"LATIDO EXCESSIVO - 37ML";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"3112";"BF FA - TPM - 37ML";"TPM - 37ML";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"3114";"BF FP - O BEBÊ CHEGOU - 37ML";"O BEBÊ CHEGOU - 37ML";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"3115";"BF FA - PÂNICO - 37ML";"PÂNICO - 37ML";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"3117";"BF FA - PARCEIRO SEXUAL - 37ML";"PARCEIRO SEXUAL - 37ML";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"3119";"BF FA - REEQ. DOS CHAKRAS - 37ML";"REEQ. DOS CHAKRAS - 37ML";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"3122";"BF FP - SOS - 37ML";"SOS - 37ML";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"3129";"BF FP - TRISTEZA E DEPRESSÃO - 37ML";"TRISTEZA E DEPRESSÃO - 37ML";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"3130";"BF FA - TRISTEZA E ESTADO DEP. - 37ML";"TRISTEZA E ESTADO DEP. - 37ML";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"3174";"AS ECLAT - BLUSH COR 02 - 2,5G";"ECLAT - BLUSH COR 02 - 2,5G";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"3180";"AT PHINUS - BOMCACAU MARACUJÁ - 20G";"PHINUS - BOMCACAU MARACUJÁ - 20G";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"3185";"FA PHINUS - BOMCACAU BANANA PASSA - 20G";"PHINUS - BOMCACAU BANANA PASSA - 20G";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"3197";"VT BRONQUIVITA - 150ML";"BRONQUIVITA - 150ML";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"3205";"PL SÓPÉS - CALCANHEIRA SILIMAXX - TAM. G";"SÓPÉS - CALCANHEIRA SILIMAXX - TAM. G";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"3209";"PL SÓPÉS - CALCANHEIRA SOFT - TAM. U";"SÓPÉS - CALCANHEIRA SOFT - TAM. U";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"3211";"SB CÁLCIO DE OSTRAS - 60 CÁP.";"CÁLCIO DE OSTRAS - 60 CÁP.";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"3242";"WN OLEO ESSENCIAL - CEDRO VIRGINIA - 10ML";"OLEO ESSENCIAL - CEDRO VIRGINIA - 10ML";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"3419";"TB CHÁS - AÇAÍ E GUARANÁ - 15 SACHÊS";"CHÁS - AÇAÍ E GUARANÁ - 15 SACHÊS";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"3420";"TB CHÁS - VANILLA PEACH - 15 SACHÊS";"CHÁS - VANILLA PEACH - 15 SACHÊS";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"3421";"TB CHÁS - VANILLA PEACH - 30 SACHÊS";"CHÁS - VANILLA PEACH - 30 SACHÊS";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"3432";"TB CHÁS - LEMON GINGER - 15 SACHÊS";"CHÁS - LEMON GINGER - 15 SACHÊS";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"3433";"TB CHÁS - MANDARINA - 100G";"CHÁS - MANDARINA - 100G";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"3434";"TB CHÁS - MANDARINA - 15 SACHÊS";"CHÁS - MANDARINA - 15 SACHÊS";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"3435";"TB CHÁS - MANDARINA - 30 SACHÊS";"CHÁS - MANDARINA - 30 SACHÊS";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"3436";"TB CHÁS - MATE CHAI - 30 SACHÊS";"CHÁS - MATE CHAI - 30 SACHÊS";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"3437";"TB CHÁS - MATE CHAI - 15 SACHÊS";"CHÁS - MATE CHAI - 15 SACHÊS";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"3445";"TB CHÁS - AÇAÍ E GUARANÁ - 30 SACHÊS";"CHÁS - AÇAÍ E GUARANÁ - 30 SACHÊS";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"3449";"TB CHÁS - MATE VERDE - 30 SACHÊS";"CHÁS - MATE VERDE - 30 SACHÊS";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"3493";"TB TERERÊ - 500G";"TERERÊ - 500G";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"3522";"AT CHOCOFITNESS - 75% CACAU - 5G";"CHOCOFITNESS - 75% CACAU - 5G";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"3544";"WN CITROJELLY - 120ML";"CITROJELLY - 120ML";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"3591";"AP COMPLEXO HOMEOPÁTICO 10 - 60 COMP.";"COMPLEXO HOMEOPÁTICO 10 - 60 COMP.";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"3635";"BJ VITALIN - COOKIES AMARANTO COM CACAU - 30G";"VITALIN - COOKIES AMARANTO COM CACAU - 30G";"Endócrino/Metabólico";"Nutrição";60;"classificação automática de baixa confiança";0
"3645";"KB COOKIES DE GRANOLA - 150G";"COOKIES DE GRANOLA - 150G";"Endócrino/Metabólico";"Nutrição";60;"classificação automática de baixa confiança";0
"3651";"KB COOKIES INT. - BAUNILHA - 150G";"COOKIES INT. - BAUNILHA - 150G";"Endócrino/Metabólico";"Nutrição";60;"classificação automática de baixa confiança";0
"3652";"KB COOKIES INT. - CACAU - 150G";"COOKIES INT. - CACAU - 150G";"Endócrino/Metabólico";"Nutrição";60;"classificação automática de baixa confiança";0
"3654";"KB COOKIES INT. - CASTANHA DO PARÁ - 150G";"COOKIES INT. - CASTANHA DO PARÁ - 150G";"Endócrino/Metabólico";"Nutrição";60;"classificação automática de baixa confiança";0
"3662";"KB COOKIES INT. - TORTA DE MAÇÃ - 150G";"COOKIES INT. - TORTA DE MAÇÃ - 150G";"Endócrino/Metabólico";"Nutrição";60;"classificação automática de baixa confiança";0
"3676";"AS ECLAT - CORRETIVO FACIAL COR 02 - 8ML";"ECLAT - CORRETIVO FACIAL COR 02 - 8ML";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"3677";"AS ECLAT - CORRETIVO FACIAL COR 03 - 8ML";"ECLAT - CORRETIVO FACIAL COR 03 - 8ML";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"3757";"AS ECLAT - DELINEADOR LIQUIDO - 4ML";"ECLAT - DELINEADOR LIQUIDO - 4ML";"Dermatológico";"Cosmético";70;"classificação automática de baixa confiança";0
"3763";"AS TOTAL CARE - DESODORANTE FEM. - 80ML";"TOTAL CARE - DESODORANTE FEM. - 80ML";"Dermatológico";"Higiene";70;"classificação automática de baixa confiança";0
"3764";"AS USO DIARIO - DESODORANTE SPRAY - 80ML";"USO DIARIO - DESODORANTE SPRAY - 80ML";"Dermatológico";"Higiene";70;"classificação automática de baixa confiança";0
"3765";"AS TOTAL CARE - DESODORANTE MASC NOIR - 100ML";"TOTAL CARE - DESODORANTE MASC NOIR - 100ML";"Dermatológico";"Higiene";70;"classificação automática de baixa confiança";0
"3774";"VT - DETOX VITA - 60 CÁP.";"DETOX VITA - 60 CÁP.";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"3791";"TA GIORNO - DIFUSOR DE AMB. ALECRIM - 350ML";"GIORNO - DIFUSOR DE AMB. ALECRIM - 350ML";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"3821";"PM HUÉ - DOCE DE LEITE DIET COM AMEIXA - 220G";"HUÉ - DOCE DE LEITE DIET COM AMEIXA - 220G";"Endócrino/Metabólico";"Nutrição";60;"classificação automática de baixa confiança";0
"3822";"AT PHINUS - FONDANT DE LEITE COM COCO - 25G";"PHINUS - FONDANT DE LEITE COM COCO - 25G";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"3823";"PM HUÉ - DOCE DE LEITE DIET - 220G";"HUÉ - DOCE DE LEITE DIET - 220G";"Endócrino/Metabólico";"Nutrição";60;"classificação automática de baixa confiança";0
"3851";"NL DUOBALANCE - 30 CÁP.";"DUOBALANCE - 30 CÁP.";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"3865";"SB ENXAGUATÓRIO BUCAL - CALÊNDULA - 250ML";"ENXAGUATÓRIO BUCAL - CALÊNDULA - 250ML";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"3872";"WN OLEO ESSENCIAL - ERVADOCE - 5ML";"OLEO ESSENCIAL - ERVADOCE - 5ML";"Endócrino/Metabólico";"Nutrição";60;"classificação automática de baixa confiança";0
"3896";"AS ECLAT - ESMALTE BLOODY MARY - 7ML";"ECLAT - ESMALTE BLOODY MARY - 7ML";"Dermatológico";"Cosmético";70;"classificação automática de baixa confiança";0
"3903";"AS ECLAT - ESMALTE COSMOPOLITAN - 7ML";"ECLAT - ESMALTE COSMOPOLITAN - 7ML";"Dermatológico";"Cosmético";70;"classificação automática de baixa confiança";0
"3908";"AS ECLAT - ESMALTE HORTÊNCIA - 7ML";"ECLAT - ESMALTE HORTÊNCIA - 7ML";"Dermatológico";"Cosmético";70;"classificação automática de baixa confiança";0
"3909";"AS ECLAT - ESMALTE IPÊ - 7ML";"ECLAT - ESMALTE IPÊ - 7ML";"Dermatológico";"Cosmético";70;"classificação automática de baixa confiança";0
"3915";"AS ECLAT - ESMALTE MOULIN ROUGE - 7ML";"ECLAT - ESMALTE MOULIN ROUGE - 7ML";"Dermatológico";"Cosmético";70;"classificação automática de baixa confiança";0
"3922";"AS ECLAT - ESMALTE TOP COAT - 7ML";"ECLAT - ESMALTE TOP COAT - 7ML";"Dermatológico";"Cosmético";70;"classificação automática de baixa confiança";0
"3926";"AS ECLAT - ESMALTE PRETO VIBE - 7ML";"ECLAT - ESMALTE PRETO VIBE - 7ML";"Dermatológico";"Cosmético";70;"classificação automática de baixa confiança";0
"3957";"NF EUPHORBIUM SPRAY - 20ML";"EUPHORBIUM SPRAY - 20ML";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"3994";"BJ VITALIN - ORG. AMARANTO FARINHA - 120G";"VITALIN - ORG. AMARANTO FARINHA - 120G";"Endócrino/Metabólico";"Nutrição";60;"classificação automática de baixa confiança";0
"4009";"PM LEVE CROCK - PAL. SALG. LIN. MARROM - 150G";"LEVE CROCK - PAL. SALG. LIN. MARROM - 150G";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"4025";"NL FERRITE - 100 CÁP.";"FERRITE - 100 CÁP.";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"4034";"FITA MICROPOROSA 10CM";"FITA MICROPOROSA 10CM";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"4120";"EM WELEDA - GEL DENTAL INFANTIL - 50ML";"WELEDA - GEL DENTAL INFANTIL - 50ML";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"4130";"VT GELATINA DE PEIXE - 60 CÁP.";"GELATINA DE PEIXE - 60 CÁP.";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"4137";"AT HUÉ - GELEIA DE DAMASCO - 210G";"HUÉ - GELEIA DE DAMASCO - 210G";"Endócrino/Metabólico";"Nutrição";60;"classificação automática de baixa confiança";0
"4163";"TA GIORNO - SAB. BAR. VERBENA E SÂNDALO - 180G";"GIORNO - SAB. BAR. VERBENA E SÂNDALO - 180G";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"4173";"SN GLUTATECH - 300G";"GLUTATECH - 300G";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"4178";"VT GOJI BERRY - 60 CÁP.";"GOJI BERRY - 60 CÁP.";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"4186";"BC BIOSOFT - GRANOLA INT. AÇAÍ - 1KG";"BIOSOFT - GRANOLA INT. AÇAÍ - 1KG";"Endócrino/Metabólico";"Nutrição";60;"classificação automática de baixa confiança";0
"4187";"BC BIOSOFT - GRANOLA INT. AÇAÍ - 230G";"BIOSOFT - GRANOLA INT. AÇAÍ - 230G";"Endócrino/Metabólico";"Nutrição";60;"classificação automática de baixa confiança";0
"4190";"BC BIOSOFT - GRANOLA INT. BANANA E MEL - 230G";"BIOSOFT - GRANOLA INT. BANANA E MEL - 230G";"Endócrino/Metabólico";"Nutrição";60;"classificação automática de baixa confiança";0
"4191";"BC BIOSOFT - GRANOLA INT. BANANA E MEL - 1KG";"BIOSOFT - GRANOLA INT. BANANA E MEL - 1KG";"Endócrino/Metabólico";"Nutrição";60;"classificação automática de baixa confiança";0
"4195";"BC BIOSOFT - GRANOLA INT. COM FRUTAS - 1KG";"BIOSOFT - GRANOLA INT. COM FRUTAS - 1KG";"Endócrino/Metabólico";"Nutrição";60;"classificação automática de baixa confiança";0
"4217";"AF GUARAFLORA - 80G";"GUARAFLORA - 80G";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"4251";"HIDROCARE PROTETOR PARA OS PE DEDOS";"HIDROCARE PROTETOR PARA OS PE DEDOS";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"4252";"HIDROCARE CALCANHAR";"HIDROCARE CALCANHAR";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"4253";"HIDROCARE JOANETE";"HIDROCARE JOANETE";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"4271";"ID JOELHEIRA NEO - TAM. GG";"JOELHEIRA NEO - TAM. GG";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"4277";"PF HERBARIUM - KALOBA - 20ML";"HERBARIUM - KALOBA - 20ML";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"4280";"SB LACTO SCHRAIBER VITAMINAS E MINERAIS";"LACTO SCHRAIBER VITAMINAS E MINERAIS";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"4290";"AS TOTAL CARE - LEAVE IN - 150ML";"TOTAL CARE - LEAVE IN - 150ML";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"4302";"SR SOFTY'S - LENÇOS DE PAPEL - 50 UN.";"SOFTY'S - LENÇOS DE PAPEL - 50 UN.";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"4342";"LUFATL 20 COMPR";"LUFATL 20 COMPR";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"4348";"SB LUTEÍNA - 60 CÁP.";"LUTEÍNA - 60 CÁP.";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"4352";"HB LYMPHOMYOSOT - 50 COMP.";"LYMPHOMYOSOT - 50 COMP.";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"4358";"AT TUI - MACA PERUANA EM PÓ - 150G";"MACA PERUANA EM PÓ - 150G";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"4373";"PF FQM - MARESIS - 100ML";"MARESIS - 100ML";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"4399";"AF COMP. DE MEL COM GELEIA REAL - 36 SACHÊS";"COMP. DE MEL COM GELEIA REAL - 36 SACHÊS";"Endócrino/Metabólico";"Nutrição";60;"classificação automática de baixa confiança";0
"4405";"MEL EM SACHE 7G";"MEL EM SACHE 7G";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"4418";"LB MEL - EUCALIPTO - 260G";"EUCALIPTO - 260G";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"4419";"LB MEL - LARANJA - 260G";"LARANJA - 260G";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"4431";"AF MEL - 10 SACHÊS";"10 SACHÊS";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"4432";"SR ADV - MEL ROSADO - 30ML";"MEL ROSADO - 30ML";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"4451";"KB BAR. DE CER. - MOUSSE DE LIMÃO - 20G";"BAR. DE CER. - MOUSSE DE LIMÃO - 20G";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
"4455";"ID MUNHEQUEIRA NEO - TAM. ÚNICO";"MUNHEQUEIRA NEO - TAM. ÚNICO";"Imuno-Infeccioso";"Imunidade";40;"classificação automática de baixa confiança";0
